#Position (bp)	insert size
20.0	0.0
59.0	0.0
98.0	0.0
137.0	0.0
176.0	0.0
215.0	0.0
254.0	0.0
293.0	0.0
332.0	0.0
371.0	0.0
410.0	0.0
449.0	0.0
488.0	0.0
527.0	0.0
566.0	0.0
605.0	0.0
644.0	0.0
683.0	0.0
722.0	0.0
761.0	0.0
800.0	0.0
839.0	0.0
878.0	0.0
917.0	0.0
956.0	0.0
995.0	0.0
1034.0	0.0
1073.0	0.0
1112.0	0.0
1151.0	0.0
1190.0	0.0
1229.0	0.0
1268.0	0.0
1307.0	0.0
1346.0	0.0
1385.0	0.0
1424.0	0.0
1463.0	0.0
1502.0	0.0
1541.0	0.0
1580.0	0.0
1619.0	0.0
1658.0	0.0
1697.0	0.0
1736.0	0.0
1775.0	0.0
1814.0	0.0
1853.0	0.0
1892.0	0.0
1931.0	0.0
1970.0	0.0
2009.0	0.0
2048.0	0.0
2087.0	0.0
2126.0	0.0
2163.5	0.0
2183.0	0.0
2204.0	0.0
2243.0	0.0
2282.0	0.0
2321.0	0.0
2360.0	0.0
2399.0	0.0
2438.0	0.0
2477.0	0.0
2516.0	0.0
2555.0	0.0
2594.0	0.0
2633.0	0.0
2672.0	0.0
2711.0	0.0
2750.0	0.0
2789.0	0.0
2828.0	0.0
2867.0	0.0
2906.0	0.0
2945.0	0.0
2984.0	0.0
3023.0	0.0
3062.0	0.0
3101.0	0.0
3140.0	0.0
3179.0	0.0
3218.0	0.0
3257.0	0.0
3294.5	0.0
3314.0	0.0
3335.0	0.0
3374.0	0.0
3413.0	0.0
3452.0	0.0
3491.0	0.0
3530.0	0.0
3569.0	0.0
3608.0	0.0
3647.0	0.0
3686.0	0.0
3725.0	0.0
3764.0	0.0
3803.0	0.0
3842.0	0.0
3881.0	0.0
3920.0	0.0
3959.0	0.0
3998.0	0.0
4037.0	0.0
4076.0	0.0
4115.0	0.0
4154.0	0.0
4193.0	0.0
4232.0	0.0
4271.0	0.0
4310.0	0.0
4349.0	0.0
4388.0	0.0
4427.0	0.0
4466.0	0.0
4505.0	0.0
4544.0	0.0
4583.0	0.0
4622.0	0.0
4661.0	0.0
4700.0	0.0
4739.0	0.0
4778.0	0.0
4817.0	0.0
4856.0	0.0
4895.0	0.0
4934.0	0.0
4973.0	0.0
5012.0	0.0
5051.0	0.0
5090.0	0.0
5124.5	0.0
5144.0	330.8732394366197
5168.0	325.32608695652175
5207.0	423.9555555555556
5246.0	405.2093023255814
5285.0	395.7647058823529
5324.0	546.7045454545455
5363.0	436.5875
5402.0	418.5882352941176
5441.0	392.0
5480.0	447.381679389313
5519.0	445.8695652173913
5558.0	451.734375
5597.0	437.24285714285713
5636.0	418.7307692307692
5675.0	426.1595744680851
5714.0	446.5268817204301
5753.0	416.82608695652175
5792.0	424.5609756097561
5831.0	447.96638655462186
5870.0	411.37974683544303
5909.0	388.05263157894734
5948.0	414.8440366972477
5987.0	375.5
6026.0	397.6551724137931
6065.0	376.140625
6104.0	351.0
6143.0	425.2567567567568
6182.0	374.4074074074074
6221.0	394.20512820512823
6260.0	437.4166666666667
6299.0	414.46363636363634
6338.0	408.47222222222223
6377.0	401.056338028169
6416.0	413.3125
6455.0	402.11538461538464
6494.0	394.39473684210526
6533.0	406.51063829787233
6572.0	435.66279069767444
6611.0	420.14406779661016
6650.0	395.2823529411765
6689.0	398.0144927536232
6728.0	377.8863636363636
6767.0	434.5576923076923
6806.0	393.3333333333333
6845.0	348.42105263157896
6884.0	412.86486486486484
6923.0	396.7761194029851
6962.0	381.85714285714283
7001.0	382.9122807017544
7040.0	385.2875
7079.0	363.05194805194805
7118.0	342.0
7157.0	316.66101694915255
7196.0	269.575
7235.0	267.3703703703704
7274.0	229.45652173913044
7313.0	158.9
7352.0	172.76470588235293
7391.0	145.23529411764707
7430.0	112.0
7469.0	76.125
7508.0	54.0
7542.0	0.0
7561.5	0.0
7586.0	0.0
7625.0	0.0
7664.0	178.25
7703.0	194.0
7742.0	327.5
7781.0	188.5
7820.0	474.5
7859.0	476.6666666666667
7898.0	0.0
7937.0	479.8333333333333
7976.0	417.6
8015.0	314.0
8054.0	451.0
8093.0	322.4
8132.0	427.75
8171.0	79.0
8210.0	0.0
8249.0	0.0
8288.0	429.42857142857144
8327.0	292.6666666666667
8366.0	299.0
8405.0	282.0
8444.0	229.2
8483.0	295.0
8522.0	300.5
8561.0	0.0
8600.0	0.0
8639.0	0.0
8678.0	0.0
8717.0	434.5
8756.0	0.0
8795.0	0.0
8834.0	325.0
8873.0	246.4516129032258
8912.0	391.5
8951.0	165.0
8990.0	249.33333333333334
9029.0	284.0
9068.0	529.0
9107.0	416.0
9146.0	563.0
9185.0	307.8
9224.0	477.6666666666667
9263.0	90.0
9302.0	462.3333333333333
9341.0	404.5
9380.0	350.25
9419.0	361.5
9458.0	361.3333333333333
9497.0	346.0
9536.0	0.0
9575.0	247.25
9614.0	371.8
9653.0	0.0
9692.0	0.0
9731.0	236.5
9770.0	307.5
9809.0	183.0
9848.0	378.3333333333333
9887.0	308.57142857142856
9926.0	430.2
9965.0	0.0
10004.0	412.8
10043.0	375.0
10082.0	428.5
10121.0	487.0
10160.0	412.0
10199.0	445.5
10238.0	323.0
10277.0	427.0
10316.0	417.0
10355.0	271.5
10394.0	208.66666666666666
10433.0	0.0
10472.0	0.0
10511.0	0.0
10550.0	94.0
10589.0	33.166666666666664
10628.0	0.0
10667.0	0.0
10706.0	32.0
10745.0	0.0
10784.0	0.0
10823.0	0.0
10862.0	0.0
10901.0	0.0
10938.0	0.0
10957.5	0.0
10979.0	414.61538461538464
11018.0	397.30434782608694
11057.0	420.625
11096.0	422.6111111111111
11135.0	404.1463414634146
11174.0	415.64285714285717
11213.0	387.67857142857144
11252.0	385.10869565217394
11291.0	457.97297297297297
11330.0	486.2352941176471
11369.0	355.43333333333334
11408.0	457.7857142857143
11447.0	416.56666666666666
11486.0	339.38461538461536
11525.0	412.1875
11564.0	385.32142857142856
11603.0	517.1428571428571
11642.0	409.27659574468083
11681.0	409.3333333333333
11720.0	406.8666666666667
