#Position (bp)	mapping quality
20.0	0.0
59.0	0.0
98.0	0.0
137.0	0.0
176.0	0.0
215.0	0.0
254.0	0.0
293.0	0.0
332.0	0.0
371.0	0.0
410.0	0.0
449.0	0.0
488.0	0.0
527.0	0.0
566.0	0.0
605.0	0.0
644.0	0.0
683.0	0.0
722.0	0.0
761.0	0.0
800.0	0.0
839.0	0.0
878.0	0.0
917.0	0.0
956.0	0.0
995.0	0.0
1034.0	0.0
1073.0	0.0
1112.0	0.0
1151.0	0.0
1190.0	0.0
1229.0	0.0
1268.0	0.0
1307.0	0.0
1346.0	0.0
1385.0	0.0
1424.0	0.0
1463.0	0.0
1502.0	0.0
1541.0	0.0
1580.0	0.0
1619.0	0.0
1658.0	0.0
1697.0	0.0
1736.0	0.0
1775.0	0.0
1814.0	0.0
1853.0	0.0
1892.0	0.0
1931.0	0.0
1970.0	0.0
2009.0	0.0
2048.0	0.0
2087.0	0.0
2126.0	0.0
2163.5	0.0
2183.0	0.0
2204.0	0.0
2243.0	0.0
2282.0	0.0
2321.0	0.0
2360.0	0.0
2399.0	0.0
2438.0	0.0
2477.0	0.0
2516.0	0.0
2555.0	0.0
2594.0	0.0
2633.0	0.0
2672.0	0.0
2711.0	0.0
2750.0	0.0
2789.0	0.0
2828.0	0.0
2867.0	0.0
2906.0	0.0
2945.0	0.0
2984.0	0.0
3023.0	0.0
3062.0	0.0
3101.0	0.0
3140.0	0.0
3179.0	0.0
3218.0	0.0
3257.0	0.0
3294.5	0.0
3314.0	0.0
3335.0	0.0
3374.0	0.0
3413.0	0.0
3452.0	0.0
3491.0	0.0
3530.0	0.0
3569.0	0.0
3608.0	0.0
3647.0	0.0
3686.0	0.0
3725.0	0.0
3764.0	0.0
3803.0	0.0
3842.0	0.0
3881.0	0.0
3920.0	0.0
3959.0	0.0
3998.0	0.0
4037.0	0.0
4076.0	0.0
4115.0	0.0
4154.0	0.0
4193.0	0.0
4232.0	0.0
4271.0	0.0
4310.0	0.0
4349.0	0.0
4388.0	0.0
4427.0	0.0
4466.0	0.0
4505.0	0.0
4544.0	0.0
4583.0	0.0
4622.0	0.0
4661.0	0.0
4700.0	0.0
4739.0	0.0
4778.0	0.0
4817.0	0.0
4856.0	0.0
4895.0	0.0
4934.0	0.0
4973.0	0.0
5012.0	0.0
5051.0	0.0
5090.0	0.0
5124.5	0.0
5144.0	59.796992481203006
5168.0	59.943678498093284
5207.0	60.0
5246.0	60.0
5285.0	59.9746835443038
5324.0	55.33237846490859
5363.0	59.507827859899514
5402.0	59.91317840148955
5441.0	60.0
5480.0	59.998630074432626
5519.0	59.9384633911368
5558.0	60.0
5597.0	59.998039600078414
5636.0	59.995618962031
5675.0	59.95983860373463
5714.0	59.94939993512812
5753.0	59.981666889155875
5792.0	59.98007117437722
5831.0	60.0
5870.0	59.9974632166413
5909.0	60.0
5948.0	60.0
5987.0	59.994617385843725
6026.0	59.99414548470508
6065.0	59.997045644788024
6104.0	59.87822381699933
6143.0	59.97900656044986
6182.0	59.984173261141194
6221.0	60.0
6260.0	59.997308934338
6299.0	60.0
6338.0	60.0
6377.0	60.0
6416.0	60.0
6455.0	59.996449494052904
6494.0	60.0
6533.0	59.9955138090565
6572.0	59.980782260548196
6611.0	59.98054901960784
6650.0	59.9851902372485
6689.0	59.99590984619317
6728.0	59.999338405557396
6767.0	59.99172325976231
6806.0	59.965993695083505
6845.0	59.96295090506576
6884.0	59.88299755542443
6923.0	60.0
6962.0	60.0
7001.0	60.0
7040.0	60.0
7079.0	60.0
7118.0	60.0
7157.0	59.997246190563615
7196.0	60.0
7235.0	60.0
7274.0	59.995625865714075
7313.0	59.53879047037263
7352.0	60.0
7391.0	59.97912031490672
7430.0	59.89509795817145
7469.0	59.91838250185648
7508.0	59.76363920587775
7542.0	56.33748302399276
7561.5	0.0
7586.0	0.0
7625.0	0.0
7664.0	58.02439024390244
7703.0	60.0
7742.0	60.0
7781.0	59.30406852248394
7820.0	40.38509316770186
7859.0	52.27703703703704
7898.0	54.83870967741935
7937.0	60.0
7976.0	60.0
8015.0	60.0
8054.0	60.0
8093.0	60.0
8132.0	59.76799140708915
8171.0	59.22194513715711
8210.0	59.16564417177914
8249.0	53.422116527942926
8288.0	30.258478460128323
8327.0	57.47545582047686
8366.0	60.0
8405.0	60.0
8444.0	60.0
8483.0	60.0
8522.0	60.0
8561.0	56.26086956521739
8600.0	58.42273534635879
8639.0	38.20863309352518
8678.0	59.67326732673267
8717.0	60.0
8756.0	60.0
8795.0	60.0
8834.0	60.0
8873.0	13.942275608942275
8912.0	28.568345323741006
8951.0	59.36619718309859
8990.0	59.888475836431226
9029.0	60.0
9068.0	60.0
9107.0	60.0
9146.0	59.69151670951157
9185.0	60.0
9224.0	60.0
9263.0	60.0
9302.0	59.76047904191617
9341.0	58.241042345276874
9380.0	60.0
9419.0	60.0
9458.0	60.0
9497.0	59.19661733615222
9536.0	60.0
9575.0	59.50877192982456
9614.0	60.0
9653.0	60.0
9692.0	60.0
9731.0	60.0
9770.0	59.84192439862543
9809.0	59.64545454545455
9848.0	59.61764705882353
9887.0	55.03404255319149
9926.0	49.541041482789055
9965.0	60.0
10004.0	60.0
10043.0	60.0
10082.0	60.0
10121.0	60.0
10160.0	59.86651835372636
10199.0	60.0
10238.0	60.0
10277.0	60.0
10316.0	60.0
10355.0	57.54960317460318
10394.0	57.00280112044818
10433.0	59.585585585585584
10472.0	59.890449438202246
10511.0	59.98540145985402
10550.0	59.90196078431372
10589.0	45.29429075927016
10628.0	60.0
10667.0	60.0
10706.0	60.0
10745.0	60.0
10784.0	0.0
10823.0	0.0
10862.0	0.0
10901.0	0.0
10938.0	0.0
10957.5	0.0
10979.0	60.0
11018.0	60.0
11057.0	60.0
11096.0	59.98620689655172
11135.0	60.0
11174.0	60.0
11213.0	60.0
11252.0	60.0
11291.0	60.0
11330.0	60.0
11369.0	60.0
11408.0	60.0
11447.0	60.0
11486.0	60.0
11525.0	60.0
11564.0	60.0
11603.0	59.87048334115439
11642.0	60.0
11681.0	60.0
11720.0	60.0
