#Position (bp)	Coverage	Std
20.0	0.0	0.0
59.0	0.0	0.0
98.0	0.0	0.0
137.0	0.0	0.0
176.0	0.0	0.0
215.0	0.0	0.0
254.0	0.0	0.0
293.0	0.0	0.0
332.0	0.0	0.0
371.0	0.0	0.0
410.0	0.0	0.0
449.0	0.0	0.0
488.0	0.0	0.0
527.0	0.0	0.0
566.0	0.0	0.0
605.0	0.0	0.0
644.0	0.0	0.0
683.0	0.0	0.0
722.0	0.0	0.0
761.0	0.0	0.0
800.0	0.0	0.0
839.0	0.0	0.0
878.0	0.0	0.0
917.0	0.0	0.0
956.0	0.0	0.0
995.0	0.0	0.0
1034.0	0.0	0.0
1073.0	0.0	0.0
1112.0	0.0	0.0
1151.0	0.0	0.0
1190.0	0.0	0.0
1229.0	0.0	0.0
1268.0	0.0	0.0
1307.0	0.0	0.0
1346.0	0.0	0.0
1385.0	0.0	0.0
1424.0	0.0	0.0
1463.0	0.0	0.0
1502.0	0.0	0.0
1541.0	0.0	0.0
1580.0	0.0	0.0
1619.0	0.0	0.0
1658.0	0.0	0.0
1697.0	0.0	0.0
1736.0	0.0	0.0
1775.0	0.0	0.0
1814.0	0.0	0.0
1853.0	0.0	0.0
1892.0	0.0	0.0
1931.0	0.0	0.0
1970.0	0.0	0.0
2009.0	0.0	0.0
2048.0	0.0	0.0
2087.0	0.0	0.0
2126.0	0.0	0.0
2163.5	0.0	0.0
2183.0	0.0	0.0
2204.0	0.0	0.0
2243.0	0.0	0.0
2282.0	0.0	0.0
2321.0	0.0	0.0
2360.0	0.0	0.0
2399.0	0.0	0.0
2438.0	0.0	0.0
2477.0	0.0	0.0
2516.0	0.0	0.0
2555.0	0.0	0.0
2594.0	0.0	0.0
2633.0	0.0	0.0
2672.0	0.0	0.0
2711.0	0.0	0.0
2750.0	0.0	0.0
2789.0	0.0	0.0
2828.0	0.0	0.0
2867.0	0.0	0.0
2906.0	0.0	0.0
2945.0	0.0	0.0
2984.0	0.0	0.0
3023.0	0.0	0.0
3062.0	0.0	0.0
3101.0	0.0	0.0
3140.0	0.0	0.0
3179.0	0.0	0.0
3218.0	0.0	0.0
3257.0	0.0	0.0
3294.5	0.0	0.0
3314.0	0.0	0.0
3335.0	0.0	0.0
3374.0	0.0	0.0
3413.0	0.0	0.0
3452.0	0.0	0.0
3491.0	0.0	0.0
3530.0	0.0	0.0
3569.0	0.0	0.0
3608.0	0.0	0.0
3647.0	0.0	0.0
3686.0	0.0	0.0
3725.0	0.0	0.0
3764.0	0.0	0.0
3803.0	0.0	0.0
3842.0	0.0	0.0
3881.0	0.0	0.0
3920.0	0.0	0.0
3959.0	0.0	0.0
3998.0	0.0	0.0
4037.0	0.0	0.0
4076.0	0.0	0.0
4115.0	0.0	0.0
4154.0	0.0	0.0
4193.0	0.0	0.0
4232.0	0.0	0.0
4271.0	0.0	0.0
4310.0	0.0	0.0
4349.0	0.0	0.0
4388.0	0.0	0.0
4427.0	0.0	0.0
4466.0	0.0	0.0
4505.0	0.0	0.0
4544.0	0.0	0.0
4583.0	0.0	0.0
4622.0	0.0	0.0
4661.0	0.0	0.0
4700.0	0.0	0.0
4739.0	0.0	0.0
4778.0	0.0	0.0
4817.0	0.0	0.0
4856.0	0.0	0.0
4895.0	0.0	0.0
4934.0	0.0	0.0
4973.0	0.0	0.0
5012.0	0.0	0.0
5051.0	0.0	0.0
5090.0	0.0	0.0
5124.5	0.0	0.0
5144.0	236.44444444444446	17.59419096052884
5168.0	262.2307692307692	21.84502525073215
5207.0	274.1794871794872	24.257697694461672
5246.0	361.28205128205127	38.90125566492279
5285.0	364.61538461538464	32.32289019826692
5324.0	304.3333333333333	51.120772033815456
5363.0	352.12820512820514	25.012304664212575
5402.0	371.8205128205128	28.787016304096404
5441.0	425.43589743589746	67.98170945565295
5480.0	561.5128205128206	37.025285885078745
5519.0	425.84615384615387	151.46777604324686
5558.0	304.64102564102564	36.703594458224984
5597.0	392.38461538461536	32.69399693976614
5636.0	456.5128205128205	38.63172603457229
5675.0	546.5128205128206	37.722332363924345
5714.0	553.3589743589744	50.28584956691779
5753.0	576.2307692307693	21.067048032899645
5792.0	612.4358974358975	37.655659839507386
5831.0	621.0512820512821	28.814170303106692
5870.0	606.4615384615385	39.654598465842355
5909.0	588.8974358974359	34.597687784012386
