#Position (bp)	insert size
20.0	0.0
59.0	362.2289156626506
98.0	404.98681055155873
137.0	383.66
176.0	403.0313479623824
215.0	421.5654761904762
254.0	430.4490950226244
293.0	409.819587628866
332.0	406.0149253731343
371.0	396.7837837837838
410.0	405.69535283993116
449.0	419.9153225806452
488.0	406.14790286975716
527.0	400.31441048034935
566.0	428.4117647058824
605.0	428.98519515477795
644.0	441.9175704989154
683.0	407.1425287356322
722.0	368.3353658536585
761.0	417.9551234106208
800.0	401.0931989924433
839.0	374.01704545454544
878.0	397.0078431372549
917.0	384.94930875576034
956.0	321.8333333333333
995.0	349.98765432098764
1034.0	369.9528985507246
1073.0	406.76294277929156
1112.0	381.3704347826087
1151.0	389.07327586206895
1190.0	385.86638830897704
1229.0	382.3873015873016
1268.0	358.0600858369099
1307.0	371.01149425287355
1346.0	373.61030927835054
1385.0	375.32124352331607
1424.0	381.28134556574923
1463.0	367.5
1502.0	363.0496453900709
1541.0	357.873417721519
1580.0	336.1970443349754
1619.0	355.4
1658.0	346.37100213219617
1697.0	331.21259842519686
1736.0	317.3722334004024
1775.0	276.8994708994709
1814.0	242.53543307086613
1853.0	213.92156862745097
1892.0	175.49514563106797
1931.0	166.48031496062993
1970.0	138.96470588235294
2009.0	108.84745762711864
2048.0	79.93181818181819
2087.0	53.77272727272727
2126.0	25.0
2163.5	0.0
2183.0	0.0
2204.0	0.0
2243.0	0.0
2282.0	0.0
2321.0	0.0
2360.0	0.0
2399.0	0.0
2438.0	0.0
2477.0	0.0
2516.0	0.0
2555.0	0.0
2594.0	0.0
2633.0	0.0
2672.0	0.0
2711.0	0.0
2750.0	0.0
2789.0	0.0
2828.0	0.0
2867.0	0.0
2906.0	0.0
2945.0	0.0
2984.0	0.0
3023.0	0.0
3062.0	0.0
3101.0	0.0
3140.0	0.0
3179.0	0.0
3218.0	0.0
3257.0	0.0
3294.5	0.0
3314.0	332.31312536786345
3335.0	390.98870056497174
3374.0	402.72287581699345
3413.0	405.8374512353706
3452.0	411.73518742442565
3491.0	412.68378812199035
3530.0	391.0054054054054
3569.0	397.6694995278565
3608.0	404.0591497227357
3647.0	388.2894736842105
3686.0	403.92692307692306
3725.0	403.7748592870544
3764.0	401.51666666666665
3803.0	420.8320987654321
3842.0	413.40983606557376
3881.0	425.4252441773103
3920.0	387.622009569378
3959.0	431.3682385575589
3998.0	405.3957597173145
4037.0	390.80120481927713
4076.0	415.37300531914894
4115.0	385.2889344262295
4154.0	394.4045676998369
4193.0	381.38582677165357
4232.0	395.1761658031088
4271.0	403.7581261950287
4310.0	397.5535248041775
4349.0	398.7429951690821
4388.0	382.818763326226
4427.0	374.791277258567
4466.0	378.0751879699248
4505.0	382.80395528804814
4544.0	372.5509803921569
4583.0	359.1893732970027
4622.0	343.64114832535887
4661.0	327.87637969094925
4700.0	282.0817610062893
4739.0	297.72748267898385
4778.0	277.57714285714286
4817.0	242.3615160349854
4856.0	223.15017064846415
4895.0	186.53960396039605
4934.0	162.28
4973.0	142.34426229508196
5012.0	116.26666666666667
5051.0	82.53846153846153
5090.0	49.0
5124.5	23.5
5144.0	276.02558635394456
5168.0	313.6949152542373
5207.0	338.90625
5246.0	324.49152542372883
5285.0	374.3
5324.0	451.2654867256637
5363.0	417.55555555555554
5402.0	442.02491103202846
5441.0	409.0
5480.0	424.6970954356847
5519.0	435.6734693877551
5558.0	427.27376425855516
5597.0	423.5496183206107
5636.0	454.00970873786406
5675.0	442.3121693121693
5714.0	440.8066298342541
5753.0	408.8627450980392
5792.0	439.5580357142857
5831.0	437.4671814671815
5870.0	432.57142857142856
5909.0	387.14529914529913
5948.0	405.6837606837607
5987.0	385.85714285714283
6026.0	420.11538461538464
6065.0	402.25233644859816
6104.0	426.55
6143.0	422.280487804878
6182.0	399.35632183908046
6221.0	409.29487179487177
6260.0	433.45482866043614
6299.0	425.9146341463415
6338.0	424.8666666666667
6377.0	424.5732484076433
6416.0	424.89908256880733
6455.0	401.5229357798165
6494.0	406.45454545454544
6533.0	436.6857142857143
6572.0	425.1374045801527
6611.0	429.2792452830189
6650.0	413.16564417177915
6689.0	394.8272727272727
6728.0	429.44444444444446
6767.0	411.6551724137931
6806.0	423.19895287958116
6845.0	382.39285714285717
6884.0	405.4059405940594
6923.0	390.40833333333336
6962.0	366.280701754386
7001.0	401.5221238938053
7040.0	398.24117647058824
7079.0	370.9818181818182
7118.0	357.65625
7157.0	342.2096774193548
7196.0	299.65
7235.0	272.109756097561
7274.0	258.65486725663715
7313.0	187.6
7352.0	168.6216216216216
7391.0	150.8695652173913
7430.0	119.35714285714286
7469.0	88.03333333333333
7508.0	54.666666666666664
7542.0	0.0
7561.5	0.0
7586.0	0.0
7625.0	0.0
7664.0	198.51923076923077
7703.0	394.0542168674699
7742.0	389.375
7781.0	417.6578947368421
7820.0	416.44407894736844
7859.0	433.38121546961327
7898.0	372.3825136612022
7937.0	382.74454828660436
7976.0	376.11386138613864
8015.0	371.6906474820144
8054.0	376.6162790697674
8093.0	342.13291139240505
8132.0	324.2085889570552
8171.0	341.26666666666665
8210.0	306.1515151515151
8249.0	435.231884057971
8288.0	353.0995850622407
8327.0	388.65625
8366.0	332.7567567567568
8405.0	354.59016393442624
8444.0	368.86559139784947
8483.0	317.10526315789474
8522.0	341.9852941176471
8561.0	314.8
8600.0	342.0
8639.0	377.1123595505618
8678.0	408.3898305084746
8717.0	423.9194312796209
8756.0	424.43119266055044
8795.0	397.45098039215685
8834.0	413.29411764705884
8873.0	299.04761904761904
8912.0	401.7852760736196
8951.0	394.8941176470588
8990.0	367.5325443786982
9029.0	355.0521739130435
9068.0	342.4375
9107.0	369.9578313253012
9146.0	396.6741573033708
9185.0	374.03409090909093
9224.0	418.0268041237113
9263.0	346.3636363636364
9302.0	404.14814814814815
9341.0	415.27505827505826
9380.0	403.017094017094
9419.0	435.3066666666667
9458.0	418.63583815028903
9497.0	358.0
9536.0	361.02941176470586
9575.0	397.2350230414747
9614.0	413.5153846153846
9653.0	421.8955223880597
9692.0	384.5980392156863
9731.0	395.56470588235294
9770.0	375.5052631578947
9809.0	389.2808988764045
9848.0	380.83846153846156
9887.0	381.0
9926.0	377.54954954954957
9965.0	363.74285714285713
10004.0	388.3716577540107
10043.0	351.0810810810811
10082.0	365.4054054054054
10121.0	373.99242424242425
10160.0	355.9504950495049
10199.0	335.06493506493507
10238.0	322.36559139784947
10277.0	323.3137254901961
10316.0	326.258064516129
10355.0	308.953125
10394.0	272.1212121212121
10433.0	207.94444444444446
10472.0	193.74117647058824
10511.0	179.42857142857142
10550.0	153.73076923076923
10589.0	91.703125
10628.0	102.05263157894737
10667.0	57.857142857142854
10706.0	31.666666666666668
10745.0	0.0
10784.0	0.0
10823.0	0.0
10862.0	0.0
10901.0	0.0
10938.0	0.0
10957.5	0.0
10979.0	374.5780346820809
11018.0	392.5
11057.0	379.2173913043478
11096.0	404.86206896551727
11135.0	420.59558823529414
11174.0	416.8763440860215
11213.0	434.67555555555555
11252.0	413.534375
11291.0	419.9746835443038
11330.0	401.76666666666665
11369.0	435.12587412587413
11408.0	406.2526315789474
11447.0	398.75
11486.0	368.5
11525.0	399.6917808219178
11564.0	405.9106145251397
11603.0	392.76
11642.0	423.5107142857143
11681.0	419.87919463087246
11720.0	417.0900900900901
11759.0	381.8285714285714
11798.0	450.41379310344826
11837.0	426.30545454545455
11876.0	454.1666666666667
11915.0	440.15857605177996
11954.0	457.3888888888889
11993.0	446.65671641791045
12032.0	411.63247863247864
12071.0	464.479674796748
12110.0	421.26973684210526
12149.0	422.21830985915494
12188.0	428.4277929155313
12227.0	410.12345679012344
12266.0	407.60323886639674
12305.0	409.51851851851853
12344.0	421.13513513513516
12383.0	425.06493506493507
12422.0	413.7590361445783
12461.0	421.9
12500.0	382.7894736842105
12539.0	426.2489082969432
12578.0	434.9698795180723
12617.0	440.11813186813185
12656.0	391.5882352941176
12695.0	406.46153846153845
12734.0	451.0210526315789
12773.0	394.19354838709677
12812.0	450.3697916666667
12851.0	458.39080459770116
