#Position (bp)	Coverage	Std
20.0	0.0	0.0
59.0	0.0	0.0
98.0	0.0	0.0
137.0	0.0	0.0
176.0	0.0	0.0
215.0	0.0	0.0
254.0	0.0	0.0
293.0	0.0	0.0
332.0	0.0	0.0
371.0	0.0	0.0
410.0	0.0	0.0
449.0	0.0	0.0
488.0	0.0	0.0
527.0	0.0	0.0
566.0	0.0	0.0
605.0	0.0	0.0
644.0	0.0	0.0
683.0	0.0	0.0
722.0	0.0	0.0
761.0	0.0	0.0
800.0	0.0	0.0
839.0	0.0	0.0
878.0	0.0	0.0
917.0	0.0	0.0
956.0	0.0	0.0
995.0	0.0	0.0
1034.0	0.0	0.0
1073.0	0.0	0.0
1112.0	0.0	0.0
1151.0	0.0	0.0
1190.0	0.0	0.0
1229.0	0.0	0.0
1268.0	0.0	0.0
1307.0	0.0	0.0
1346.0	0.0	0.0
1385.0	0.0	0.0
1424.0	0.0	0.0
1463.0	0.0	0.0
1502.0	0.0	0.0
1541.0	0.0	0.0
1580.0	0.0	0.0
1619.0	0.0	0.0
1658.0	0.0	0.0
1697.0	0.0	0.0
1736.0	0.0	0.0
1775.0	0.0	0.0
1814.0	0.0	0.0
1853.0	0.0	0.0
1892.0	0.0	0.0
1931.0	0.0	0.0
1970.0	0.0	0.0
2009.0	0.0	0.0
2048.0	0.0	0.0
2087.0	0.0	0.0
2126.0	0.0	0.0
2163.5	0.0	0.0
2183.0	0.0	0.0
2204.0	0.0	0.0
2243.0	0.0	0.0
2282.0	0.0	0.0
2321.0	0.0	0.0
2360.0	0.0	0.0
2399.0	0.0	0.0
2438.0	0.0	0.0
2477.0	0.0	0.0
2516.0	0.0	0.0
2555.0	0.0	0.0
2594.0	0.0	0.0
2633.0	0.0	0.0
2672.0	0.0	0.0
2711.0	0.0	0.0
2750.0	0.0	0.0
2789.0	0.0	0.0
2828.0	0.0	0.0
2867.0	0.0	0.0
2906.0	0.0	0.0
2945.0	0.0	0.0
2984.0	0.0	0.0
3023.0	0.0	0.0
3062.0	0.0	0.0
3101.0	0.0	0.0
3140.0	0.0	0.0
3179.0	0.0	0.0
3218.0	0.0	0.0
3257.0	0.0	0.0
3294.5	0.0	0.0
3314.0	44.333333333333336	5.446711546122738
3335.0	68.46153846153847	10.280676421924174
3374.0	100.87179487179488	15.19362214372051
3413.0	101.7948717948718	13.777536529456695
3452.0	120.61538461538461	12.719861311935407
3491.0	129.43589743589743	17.24558657773802
3530.0	129.66666666666666	15.333890736802806
3569.0	155.82051282051282	16.917598180744477
3608.0	141.82051282051282	17.89857464601505
3647.0	142.56410256410257	14.466583953444255
3686.0	147.33333333333334	19.291953949237186
3725.0	72.71794871794872	16.49864019260763
3764.0	98.84615384615384	13.7663655520555
3803.0	124.6923076923077	26.569212952646456
3842.0	141.97435897435898	29.471411614717432
3881.0	122.05128205128206	6.3204998179510055
3920.0	120.43589743589743	10.661457061146288
3959.0	153.0	16.651788230759205
3998.0	156.46153846153845	13.39919630196009
4037.0	124.12820512820512	37.853631739866614
4076.0	100.43589743589743	18.23844910185692
4115.0	121.51282051282051	13.418318898106472
4154.0	144.74358974358975	15.428910591849357
4193.0	158.97435897435898	18.07250355140048
4232.0	112.05128205128206	15.982362073107234
4271.0	117.71794871794872	13.507832485692848
4310.0	122.38461538461539	13.721590697949376
4349.0	149.56410256410257	15.7447589977566
4388.0	162.4102564102564	12.30176139149724
4427.0	148.6153846153846	14.737010795255875
4466.0	139.97435897435898	19.699017286435414
4505.0	129.25641025641025	11.920678005154011
4544.0	115.76923076923077	14.717859376124803
4583.0	114.64102564102564	12.968403416746657
4622.0	128.4102564102564	12.10424803582694
4661.0	128.64102564102564	14.412423415857209
4700.0	127.76923076923077	15.824356429575767
4739.0	137.43589743589743	12.101070094660983
4778.0	133.35897435897436	10.61687094759794
4817.0	138.87179487179486	15.938986230349824
4856.0	129.87179487179486	16.051200130863336
4895.0	137.6153846153846	14.031100985731415
4934.0	113.02564102564102	8.905486640700298
4973.0	102.0	5.149060158205605
5012.0	93.82051282051282	17.660618219570786
5051.0	72.61538461538461	9.655608175085064
5090.0	60.84615384615385	13.191877843038158
5124.5	35.4	11.509416434670642
5144.0	2.0	0.0
5168.0	1.8461538461538463	1.593255013631383
5207.0	2.0	0.0
5246.0	1.7692307692307692	1.5191090506254998
