#Position (bp)	mapping quality
20.0	0.0
59.0	0.0
98.0	0.0
137.0	0.0
176.0	0.0
215.0	0.0
254.0	0.0
293.0	0.0
332.0	0.0
371.0	0.0
410.0	0.0
449.0	0.0
488.0	0.0
527.0	0.0
566.0	0.0
605.0	0.0
644.0	0.0
683.0	0.0
722.0	0.0
761.0	0.0
800.0	0.0
839.0	0.0
878.0	0.0
917.0	0.0
956.0	0.0
995.0	0.0
1034.0	0.0
1073.0	0.0
1112.0	0.0
1151.0	0.0
1190.0	0.0
1229.0	0.0
1268.0	0.0
1307.0	0.0
1346.0	0.0
1385.0	0.0
1424.0	0.0
1463.0	0.0
1502.0	0.0
1541.0	0.0
1580.0	0.0
1619.0	0.0
1658.0	0.0
1697.0	0.0
1736.0	0.0
1775.0	0.0
1814.0	0.0
1853.0	0.0
1892.0	0.0
1931.0	0.0
1970.0	0.0
2009.0	0.0
2048.0	0.0
2087.0	0.0
2126.0	0.0
2163.5	0.0
2183.0	0.0
2204.0	0.0
2243.0	0.0
2282.0	0.0
2321.0	0.0
2360.0	0.0
2399.0	0.0
2438.0	0.0
2477.0	0.0
2516.0	0.0
2555.0	0.0
2594.0	0.0
2633.0	0.0
2672.0	0.0
2711.0	0.0
2750.0	0.0
2789.0	0.0
2828.0	0.0
2867.0	0.0
2906.0	0.0
2945.0	0.0
2984.0	0.0
3023.0	0.0
3062.0	0.0
3101.0	0.0
3140.0	0.0
3179.0	0.0
3218.0	0.0
3257.0	0.0
3294.5	0.0
3314.0	58.87218045112782
3335.0	59.647191011235954
3374.0	59.9379766141332
3413.0	60.0
3452.0	60.0
3491.0	60.0
3530.0	60.0
3569.0	60.0
3608.0	60.0
3647.0	60.0
3686.0	59.89001044204664
3725.0	60.0
3764.0	60.0
3803.0	60.0
3842.0	60.0
3881.0	60.0
3920.0	60.0
3959.0	60.0
3998.0	60.0
4037.0	59.96364387523239
4076.0	60.0
4115.0	60.0
4154.0	59.96811337466785
4193.0	60.0
4232.0	60.0
4271.0	60.0
4310.0	60.0
4349.0	60.0
4388.0	60.0
4427.0	60.0
4466.0	60.0
4505.0	60.0
4544.0	59.97475083056479
4583.0	59.98255423842541
4622.0	60.0
4661.0	60.0
4700.0	60.0
4739.0	60.0
4778.0	60.0
4817.0	60.0
4856.0	60.0
4895.0	60.0
4934.0	60.0
4973.0	60.0
5012.0	60.0
5051.0	60.0
5090.0	60.0
5124.5	60.0
5144.0	60.0
5168.0	60.0
5207.0	60.0
5246.0	60.0
5285.0	60.0
5324.0	22.941176470588236
5363.0	49.17293233082707
5402.0	60.0
5441.0	60.0
5480.0	60.0
5519.0	60.0
5558.0	60.0
5597.0	60.0
5636.0	60.0
5675.0	60.0
5714.0	60.0
5753.0	60.0
5792.0	60.0
5831.0	60.0
5870.0	60.0
5909.0	60.0
5948.0	60.0
5987.0	60.0
6026.0	60.0
6065.0	60.0
6104.0	59.839142091152816
6143.0	60.0
6182.0	60.0
6221.0	60.0
6260.0	60.0
6299.0	60.0
6338.0	60.0
6377.0	60.0
6416.0	60.0
6455.0	60.0
6494.0	60.0
6533.0	60.0
6572.0	60.0
6611.0	60.0
6650.0	60.0
6689.0	60.0
6728.0	60.0
6767.0	60.0
6806.0	60.0
6845.0	60.0
6884.0	59.77695167286245
6923.0	60.0
6962.0	60.0
7001.0	60.0
7040.0	60.0
7079.0	60.0
7118.0	60.0
7157.0	60.0
7196.0	60.0
7235.0	60.0
7274.0	60.0
7313.0	59.63636363636363
7352.0	60.0
7391.0	60.0
7430.0	60.0
7469.0	60.0
7508.0	60.0
7542.0	60.0
7561.5	0.0
7586.0	0.0
7625.0	0.0
7664.0	0.0
7703.0	60.0
7742.0	60.0
7781.0	60.0
7820.0	42.12765957446808
7859.0	60.0
7898.0	60.0
7937.0	60.0
7976.0	60.0
8015.0	60.0
8054.0	59.629629629629626
8093.0	60.0
8132.0	60.0
8171.0	60.0
8210.0	60.0
8249.0	0.0
8288.0	0.0
8327.0	0.0
8366.0	0.0
8405.0	0.0
8444.0	0.0
8483.0	0.0
8522.0	0.0
8561.0	0.0
8600.0	27.0
8639.0	38.186440677966104
8678.0	58.390243902439025
8717.0	60.0
8756.0	0.0
8795.0	0.0
8834.0	0.0
8873.0	44.670462633451955
8912.0	41.570754716981135
8951.0	56.92307692307692
8990.0	60.0
9029.0	60.0
9068.0	60.0
9107.0	0.0
9146.0	0.0
9185.0	0.0
9224.0	0.0
9263.0	0.0
9302.0	3.0
9341.0	3.0
9380.0	0.0
9419.0	0.0
9458.0	0.0
9497.0	0.0
9536.0	0.0
9575.0	0.0
9614.0	0.0
9653.0	0.0
9692.0	0.0
9731.0	0.0
9770.0	0.0
9809.0	0.0
9848.0	0.0
9887.0	0.0
9926.0	0.0
9965.0	0.0
10004.0	0.0
10043.0	0.0
10082.0	0.0
10121.0	0.0
10160.0	0.0
10199.0	0.0
10238.0	0.0
10277.0	0.0
10316.0	0.0
10355.0	0.0
10394.0	0.0
10433.0	0.0
10472.0	0.0
10511.0	0.0
10550.0	0.0
10589.0	0.0
10628.0	0.0
10667.0	0.0
10706.0	0.0
10745.0	0.0
10784.0	0.0
10823.0	0.0
10862.0	0.0
10901.0	0.0
10938.0	0.0
10957.5	0.0
10979.0	60.0
11018.0	60.0
11057.0	60.0
11096.0	60.0
11135.0	60.0
11174.0	60.0
11213.0	60.0
11252.0	60.0
11291.0	60.0
11330.0	60.0
11369.0	60.0
11408.0	60.0
11447.0	60.0
11486.0	60.0
11525.0	60.0
11564.0	60.0
11603.0	59.63142580019399
11642.0	59.96274834437086
11681.0	59.92585551330799
11720.0	59.96713147410359
11759.0	60.0
11798.0	60.0
11837.0	60.0
11876.0	60.0
11915.0	60.0
11954.0	60.0
11993.0	60.0
12032.0	60.0
12071.0	60.0
12110.0	60.0
12149.0	60.0
12188.0	60.0
12227.0	60.0
12266.0	60.0
12305.0	60.0
12344.0	59.52755905511811
12383.0	60.0
12422.0	59.989985693848354
12461.0	59.97257769652651
12500.0	60.0
12539.0	60.0
12578.0	60.0
12617.0	60.0
