#Position (bp)	Coverage	Std
20.0	0.0	0.0
59.0	1857.1025641025642	1735.1439458501743
98.0	7705.410256410257	1043.8493849504996
137.0	10057.948717948719	587.071174647981
176.0	11578.410256410256	585.5270253676628
215.0	11894.641025641025	788.7922445918144
254.0	12257.435897435897	768.2094232360763
293.0	12883.641025641025	599.0924546601993
332.0	15749.28205128205	589.4272752600715
371.0	7819.128205128205	4234.033725626614
410.0	8495.384615384615	1012.1621690274025
449.0	11839.410256410256	984.4573410820151
488.0	14873.76923076923	1288.0553121584057
527.0	16437.641025641027	334.2571173704925
566.0	15797.051282051281	544.7135450434984
605.0	14219.846153846154	1243.2404206708086
644.0	16792.82051282051	718.4245762742805
683.0	16290.564102564103	539.5385492750776
722.0	17815.128205128207	971.785417381792
761.0	18550.128205128207	1689.0351592642419
800.0	16305.25641025641	448.60653195515465
839.0	16177.358974358975	327.7730609540217
878.0	6639.948717948718	4207.832918711824
917.0	6134.7692307692305	826.3444988436917
956.0	9875.0	1793.1409700471227
995.0	10411.71794871795	479.64024980267044
1034.0	12585.897435897436	710.4040201145257
1073.0	14738.0	836.5890300070836
1112.0	16688.71794871795	779.7101203619711
1151.0	17239.79487179487	364.1384633801148
1190.0	17032.97435897436	313.2007630079064
1229.0	16393.871794871793	685.9298386786792
1268.0	13896.923076923076	1553.703911996702
1307.0	15231.153846153846	442.0021754210353
1346.0	14654.384615384615	422.5746178988028
1385.0	13666.948717948719	487.9977406421131
1424.0	14430.923076923076	1159.6305998916725
1463.0	13628.461538461539	358.995250307834
1502.0	13835.538461538461	296.3009990723876
1541.0	14999.615384615385	442.00165332096196
1580.0	13683.641025641025	686.8142920723764
1619.0	13866.641025641025	408.54250006452924
1658.0	14206.179487179486	309.46102857245296
1697.0	12658.51282051282	378.0888513129801
1736.0	12654.48717948718	375.5232930055459
1775.0	13006.51282051282	318.3441936662645
1814.0	12806.897435897436	332.0903877576467
1853.0	12167.153846153846	527.6094126412842
1892.0	10365.871794871795	275.8117157846933
1931.0	9736.923076923076	518.2779424604371
1970.0	9233.589743589744	645.4181709439304
2009.0	11250.76923076923	839.2582042097225
2048.0	9257.923076923076	767.9709863643546
2087.0	7101.4358974358975	660.3735151315324
2126.0	3746.102564102564	1789.132012729737
2163.5	0.0	0.0
2183.0	0.0	0.0
2204.0	0.0	0.0
2243.0	0.0	0.0
2282.0	0.0	0.0
2321.0	0.0	0.0
2360.0	0.0	0.0
2399.0	0.0	0.0
2438.0	0.0	0.0
2477.0	0.0	0.0
2516.0	0.0	0.0
2555.0	0.0	0.0
2594.0	0.0	0.0
2633.0	0.0	0.0
2672.0	0.0	0.0
2711.0	0.0	0.0
2750.0	0.0	0.0
2789.0	0.0	0.0
2828.0	0.0	0.0
2867.0	0.0	0.0
2906.0	0.0	0.0
2945.0	0.0	0.0
2984.0	0.0	0.0
3023.0	0.0	0.0
3062.0	0.0	0.0
3101.0	0.0	0.0
3140.0	0.0	0.0
3179.0	0.0	0.0
3218.0	0.0	0.0
3257.0	0.0	0.0
3294.5	0.0	0.0
3314.0	5645.666666666667	95.24354746297563
3335.0	7148.666666666667	653.2982198832075
3374.0	10051.102564102564	541.6452619044908
3413.0	9147.205128205129	342.50087029647153
3452.0	10590.23076923077	477.95276560957404
3491.0	11756.51282051282	1080.2048832252076
3530.0	11729.51282051282	787.635409603667
3569.0	13918.23076923077	274.02381517314916
3608.0	13584.871794871795	493.24740242600365
3647.0	12486.384615384615	1090.4350578482922
3686.0	12406.410256410256	1548.9155346026275
3725.0	5202.384615384615	1261.9484629242686
3764.0	7811.717948717948	191.4985438787871
3803.0	10584.02564102564	2417.825861685639
3842.0	13091.205128205129	1819.678388039337
3881.0	12164.71794871795	726.2485270738438
3920.0	12640.923076923076	645.1572855334796
3959.0	17180.48717948718	1881.3944637436139
3998.0	16985.30769230769	312.73926225188825
4037.0	11502.461538461539	5333.786051298423
4076.0	6896.871794871795	906.059487490635
4115.0	8678.948717948719	1158.8473605821466
4154.0	11649.25641025641	726.3461419658709
4193.0	14314.948717948719	689.1472433935492
4232.0	11588.564102564103	1177.0864399777477
4271.0	12462.794871794871	424.27851278408025
4310.0	12571.897435897436	483.50021875741055
4349.0	14166.25641025641	1038.5139407481215
4388.0	15846.23076923077	625.2400974722981
4427.0	14621.820512820514	593.1998409322513
4466.0	14576.74358974359	397.09570634797853
4505.0	14320.71794871795	933.9300747997098
4544.0	12983.051282051281	630.1163913648468
4583.0	12858.28205128205	593.3675515918006
4622.0	13700.23076923077	447.8142643826886
4661.0	11939.179487179486	761.0237032596766
4700.0	11645.307692307691	747.692638756926
4739.0	12360.461538461539	643.1870765062125
4778.0	11204.564102564103	568.6826206918299
4817.0	11498.358974358975	333.15277160901434
4856.0	10967.051282051281	370.9255575324624
4895.0	11069.820512820514	319.63175927692765
4934.0	9121.02564102564	717.20338280553
4973.0	7828.307692307692	520.7715183830389
5012.0	7856.615384615385	708.5832560604518
5051.0	6989.794871794872	218.5069382222911
5090.0	6170.153846153846	416.75037107946525
5124.5	4724.166666666667	874.0763315256474
5144.0	2661.3333333333335	84.13415213547925
5168.0	2605.923076923077	341.5486975828088
5207.0	2567.923076923077	266.2594165904316
5246.0	3240.74358974359	193.7109265811403
5285.0	2991.128205128205	275.59804435315215
5324.0	2722.897435897436	558.5109552904822
5363.0	3339.2051282051284	222.02506211040233
5402.0	3802.6153846153848	106.35463173885742
5441.0	4313.0	620.6207810298912
5480.0	5333.461538461538	187.93984307587374
5519.0	3500.102564102564	1377.9370868746569
5558.0	2087.230769230769	205.18871863825754
5597.0	2909.974358974359	290.13202123100785
5636.0	3530.74358974359	342.3559775797933
5675.0	4357.25641025641	247.36990883062552
5714.0	4485.717948717948	348.2649301012953
5753.0	4611.153846153846	164.7057983193063
5792.0	4951.692307692308	322.8822520950138
5831.0	5046.923076923077	240.64976146322684
5870.0	4813.128205128205	288.20919218779244
5909.0	4596.923076923077	140.97535700274693
5948.0	4779.794871794872	277.8165323392834
5987.0	4376.153846153846	306.7582778437121
6026.0	4259.923076923077	129.2259003966778
6065.0	4086.358974358974	172.6661221652643
6104.0	3292.7179487179487	345.27016549289044
6143.0	3596.74358974359	887.6905501471288
6182.0	4572.5641025641025	88.76950850953334
6221.0	4939.153846153846	151.48732704887192
6260.0	5414.153846153846	380.0777585759313
6299.0	5353.333333333333	465.52248010937126
6338.0	4685.282051282052	81.14690698246012
6377.0	4752.794871794872	100.55844071981228
6416.0	4643.333333333333	476.9748421038577
6455.0	3640.153846153846	588.1012471701416
6494.0	2516.1794871794873	226.8423150504244
6533.0	3139.7948717948716	364.44580336415453
6572.0	3688.923076923077	137.98151121037182
6611.0	4251.307692307692	146.0602264259101
6650.0	4548.102564102564	153.35077938654274
6689.0	4917.846153846154	225.30770981607355
6728.0	2274.1794871794873	744.8809404090126
6767.0	2838.4615384615386	120.65972497386613
6806.0	3176.5897435897436	147.73043711869943
6845.0	3346.974358974359	120.75276712866687
6884.0	2597.7948717948716	559.8070638335578
6923.0	3278.897435897436	181.7827669471835
6962.0	4145.4358974358975	401.53886678435015
7001.0	4736.4358974358975	229.22237551315993
7040.0	4900.48717948718	410.7543092459334
7079.0	4213.025641025641	114.72933588590163
7118.0	4249.384615384615	154.4464059397046
7157.0	4398.615384615385	228.53182463673616
7196.0	3705.5641025641025	178.38427261938776
7235.0	2406.5641025641025	558.9704822260295
7274.0	2598.871794871795	156.32584313148294
7313.0	2784.153846153846	223.5574267988496
7352.0	2735.3076923076924	213.30843204029
7391.0	2514.4102564102564	161.98353825826555
7430.0	2447.897435897436	131.45682727000917
7469.0	3425.5897435897436	190.0257067629797
7508.0	3134.3846153846152	183.2175391895275
7542.0	2783.1724137931033	121.5413935448634
7561.5	0.0	0.0
7586.0	0.0	0.0
7625.0	0.0	0.0
7664.0	0.0	0.0
7703.0	1.1282051282051282	1.1657505560686467
7742.0	4.897435897435898	2.8599802760661093
7781.0	4.666666666666667	2.511511956509924
7820.0	395.02564102564105	136.2000790692191
