#Position (bp)	mapping quality
20.0	0.0
59.0	59.91917378878043
98.0	59.99162093900057
137.0	59.99525059909244
176.0	59.99526971064625
215.0	59.996093909991785
254.0	59.99223077566731
293.0	59.9928949850934
332.0	59.985531289989616
371.0	59.975375968204204
410.0	59.98612821441507
449.0	59.99226832590847
488.0	59.996662512045816
527.0	59.997519763894005
566.0	59.996336544470324
605.0	59.9941468586699
644.0	59.99582239052098
683.0	59.99421877065849
722.0	59.994245743318125
761.0	59.994256726403165
800.0	59.99192489444178
839.0	59.95691826341658
878.0	59.908792159346305
917.0	59.981939846858594
956.0	59.9642194092827
995.0	59.9215701243914
1034.0	59.99708464907813
1073.0	59.99574447355693
1112.0	59.994264511569305
1151.0	59.991968492694305
1190.0	59.99327699213893
1229.0	59.99351540053272
1268.0	59.99589283737407
1307.0	59.99703037802076
1346.0	59.99535975056035
1385.0	59.99009964147081
1424.0	59.994355070841465
1463.0	59.99490320031608
1502.0	59.99520373026728
1541.0	59.996446062719556
1580.0	59.99790691486371
1619.0	59.99519044968648
1658.0	59.99281461119303
1697.0	59.98919952520043
1736.0	59.992515070158554
1775.0	59.994003004411994
1814.0	59.991867363139654
1853.0	59.99754698968851
1892.0	59.99904766380801
1931.0	59.999328487912784
1970.0	59.99842825803227
2009.0	59.99660422079402
2048.0	59.99872596999382
2087.0	59.99825965135256
2126.0	59.987830086654164
2163.5	0.0
2183.0	0.0
2204.0	0.0
2243.0	0.0
2282.0	0.0
2321.0	0.0
2360.0	0.0
2399.0	0.0
2438.0	0.0
2477.0	0.0
2516.0	0.0
2555.0	0.0
2594.0	0.0
2633.0	0.0
2672.0	0.0
2711.0	0.0
2750.0	0.0
2789.0	0.0
2828.0	0.0
2867.0	0.0
2906.0	0.0
2945.0	0.0
2984.0	0.0
3023.0	0.0
3062.0	0.0
3101.0	0.0
3140.0	0.0
3179.0	0.0
3218.0	0.0
3257.0	0.0
3294.5	0.0
3314.0	59.61244612387082
3335.0	59.57495749610829
3374.0	59.828351526685424
3413.0	59.9854600396366
3452.0	59.997317314699806
3491.0	59.996623802627674
3530.0	59.99674719259549
3569.0	59.99498167870585
3608.0	59.9955059360903
3647.0	59.99344927500518
3686.0	59.801155316730394
3725.0	59.97333569911234
3764.0	59.979005898436604
3803.0	59.98682823897649
3842.0	59.9782061552383
3881.0	59.993242331753876
3920.0	59.994322469147825
3959.0	59.99615843256885
3998.0	59.99146622948642
4037.0	59.96156006741032
4076.0	59.98147803909613
4115.0	59.988247424507875
4154.0	59.97835671254465
4193.0	59.984529351601246
4232.0	59.988127110281134
4271.0	59.99545107592033
4310.0	59.99460334812688
4349.0	59.99717457881133
4388.0	59.99654046986827
4427.0	59.995126707362196
4466.0	59.99336139583073
4505.0	59.99134658769436
4544.0	59.98926213465682
4583.0	59.99064755231089
4622.0	59.994441418729615
4661.0	59.997796524264004
4700.0	59.99676991062759
4739.0	59.994610607022395
4778.0	59.99458325133073
4817.0	59.99340597097468
4856.0	59.99571911202553
4895.0	59.99378305070612
4934.0	59.99814460811874
4973.0	59.993121609936324
5012.0	59.992826558053316
5051.0	59.98474699378581
5090.0	59.99421532937715
5124.5	59.998306579643675
5144.0	59.567301269205075
5168.0	59.85169879269121
5207.0	59.99291056326074
5246.0	59.97861364517482
5285.0	59.90684417165292
5324.0	51.1790419330841
5363.0	58.98580193351711
5402.0	59.97523297056007
5441.0	59.989726943587364
5480.0	59.992490565130645
5519.0	59.95074137021626
5558.0	59.981425517800545
5597.0	59.98572548881389
5636.0	59.99273778313568
5675.0	59.99318554959896
5714.0	59.98912788736903
5753.0	59.997586676675844
5792.0	59.998757223637604
5831.0	59.9993903368389
5870.0	60.0
5909.0	59.998661311914326
5948.0	59.99806879385447
5987.0	59.9982422218316
6026.0	59.999277704545044
6065.0	59.99773480246976
6104.0	59.8888222651383
6143.0	59.99740506013274
6182.0	59.99491392362474
6221.0	59.99107082600051
6260.0	59.98729351367735
6299.0	59.998352332598905
6338.0	59.98748946510075
6377.0	59.98766717558899
6416.0	59.990159589154565
6455.0	59.99192764464731
6494.0	59.99252020258634
6533.0	59.9855535230131
6572.0	59.98371423805155
6611.0	59.98986737112563
6650.0	59.984259426303446
6689.0	59.983993409664436
6728.0	59.99471209678329
6767.0	59.98994579945799
6806.0	59.98571278665235
6845.0	59.97919284160206
6884.0	59.89455554020175
6923.0	59.9951750510256
6962.0	59.98112845761789
7001.0	59.98632532305477
7040.0	59.99016319675176
7079.0	59.97835771843124
7118.0	59.97233988631838
7157.0	59.97042775698647
7196.0	59.96356829992319
7235.0	59.97979884077736
7274.0	59.99704013575911
7313.0	59.6200291024295
7352.0	59.99155394321175
7391.0	59.99244355611756
7430.0	59.993233334729965
7469.0	59.96367460590727
7508.0	59.629060626140166
7542.0	58.905255724055905
7561.5	0.0
7586.0	0.0
7625.0	0.0
7664.0	0.0
7703.0	60.0
7742.0	60.0
7781.0	60.0
7820.0	0.7236141762949501
7859.0	9.140560747663551
7898.0	50.76214833759591
7937.0	60.0
7976.0	60.0
8015.0	60.0
8054.0	60.0
8093.0	60.0
8132.0	60.0
8171.0	60.0
8210.0	60.0
8249.0	9.063692625064466
8288.0	0.8163671595041542
8327.0	20.071595851455335
8366.0	59.93877551020408
8405.0	60.0
8444.0	60.0
8483.0	60.0
8522.0	60.0
8561.0	40.74426229508197
8600.0	16.3159509202454
8639.0	6.650191570881226
8678.0	39.18051575931232
8717.0	58.63636363636363
8756.0	59.878954607977995
8795.0	59.80740740740741
8834.0	51.665620094191524
8873.0	42.171350710687705
8912.0	43.92375955434642
8951.0	59.267175572519086
8990.0	59.5717017208413
9029.0	59.812405446293496
9068.0	59.05084745762712
9107.0	57.21400778210117
9146.0	59.917582417582416
9185.0	60.0
9224.0	60.0
9263.0	60.0
9302.0	60.0
9341.0	60.0
9380.0	60.0
9419.0	60.0
9458.0	60.0
9497.0	57.73809523809524
9536.0	60.0
9575.0	59.674418604651166
9614.0	60.0
9653.0	60.0
9692.0	60.0
9731.0	58.29545454545455
9770.0	60.0
9809.0	60.0
9848.0	60.0
9887.0	15.447835738068813
9926.0	8.19951729686243
9965.0	60.0
10004.0	60.0
10043.0	60.0
10082.0	52.56438356164384
10121.0	57.152337858220214
10160.0	59.91724137931035
10199.0	60.0
10238.0	60.0
10277.0	60.0
10316.0	60.0
10355.0	59.72222222222222
10394.0	58.10126582278481
10433.0	52.26890756302521
10472.0	60.0
10511.0	60.0
10550.0	60.0
10589.0	35.69548523765391
10628.0	60.0
10667.0	60.0
10706.0	60.0
10745.0	60.0
10784.0	0.0
10823.0	0.0
10862.0	0.0
10901.0	0.0
10938.0	0.0
10957.5	0.0
10979.0	60.0
11018.0	60.0
11057.0	60.0
11096.0	59.99220401847411
11135.0	59.9959858016317
11174.0	59.98223877390246
11213.0	59.99194057386998
11252.0	59.99391773344597
11291.0	59.998875641235855
11330.0	59.99839002280801
11369.0	59.99406681892025
11408.0	59.998333046687925
11447.0	59.99874116190756
11486.0	59.99828157779798
11525.0	59.999315619279
11564.0	59.99928002171011
11603.0	59.88399002965435
11642.0	59.999516405928865
11681.0	59.999517366753004
11720.0	59.998556654706874
11759.0	59.99831201952186
11798.0	59.99812546421287
11837.0	59.993445413917854
11876.0	59.99755117975169
11915.0	59.99819373829275
11954.0	59.992570552700386
11993.0	59.994528203719184
12032.0	59.99089017958815
12071.0	59.995198018868514
12110.0	60.0
12149.0	59.99743140183409
12188.0	59.99665239819998
12227.0	59.99544291964738
12266.0	59.98913043478261
12305.0	59.98982266510924
12344.0	59.99050988319856
12383.0	59.992702803841944
12422.0	59.98607388498901
12461.0	59.95088287590444
12500.0	59.99688309375209
12539.0	59.99881362746584
12578.0	59.994361829586296
12617.0	59.99700130977274
12656.0	59.99810509256373
12695.0	59.99808723946882
12734.0	59.996841598115665
12773.0	59.99710671672126
12812.0	59.99780734216564
12851.0	59.98165365478073
12890.0	55.80050672618689
12929.0	59.70080797894582
12968.0	59.73246801805411
13007.0	59.68419297247454
13046.0	59.99927258031926
13085.0	59.98586965292783
13124.0	59.99031988090565
13163.0	59.998820613982744
13202.0	59.986766700056556
13241.0	59.974747811739874
13280.0	59.99488692576411
13319.0	59.99587049652363
13358.0	59.99936380398094
13397.0	59.99033517564184
13436.0	59.98098620340369
13475.0	59.98014320426906
13514.0	59.98988442549371
13553.0	59.986378789457234
13592.0	59.99134459036898
13631.0	59.99985870118126
13670.0	59.99967487265846
13709.0	59.99914630886373
13748.0	59.969324819627765
13787.0	59.99862213765501
13826.0	59.97625551134531
13865.0	59.99247394102078
13904.0	59.99756273420601
13943.0	59.999366251297204
13982.0	59.993898529302584
14021.0	59.99892672514027
14060.0	59.99964743834578
14099.0	59.998919682552874
14138.0	59.98748987320308
14177.0	59.987828387379956
14216.0	59.991118973266666
14255.0	60.0
14294.0	59.99690248639998
14333.0	59.98493047108715
14372.0	59.98947863815412
14411.0	59.9991637630662
14450.0	59.98418103921784
14489.0	59.990968370079045
14528.0	59.9921522348429
14567.0	59.9830444163802
14606.0	59.99325370011117
14645.0	59.989486264695266
14684.0	59.996761451014684
14723.0	59.99856702729813
14762.0	60.0
14801.0	59.99594786583483
14840.0	59.98954005987219
14879.0	59.98973036230326
14918.0	59.98705461718654
14957.0	59.994313293463435
14996.0	59.999479144060075
15035.0	59.99957473048544
15074.0	59.99792378563087
15113.0	60.0
15152.0	60.0
15191.0	60.0
15213.0	0.0
